#,Event UUID,Title,Subtitle,Discipline,Competition,Stage,Group #,Time,Performance #,Ranked,Rank,Mark Total,Team,Team Rank,Team Mark,Code,Athlete #,External ID,Surname,Given Name,Representing,Date of Birth,Sex,Routine #,Mark,# Elements,Bonus,Penalty,Judge,∑,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,L,A
1,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,1,TRUE,5,98750,0,99,0,11,1,0,stevens,Jessica,USA,01/01/0001,,1,47200,10,0,0,E1,77,0,2,1,1,1,2,3,4,3,4,2,
159,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,8,TRUE,7,95510,0,99,0,7,1,0,HERNANDEZ,Katish,COL,01/01/0001,,2,50955,10,0,0,D,105,0,,,,,,,,,,,
160,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,8,TRUE,7,95510,0,99,0,7,1,0,HERNANDEZ,Katish,COL,01/01/0001,,2,50955,10,0,0,H,930,930,0,,,,,,,,,,
161,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,9,TRUE,8,94110,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,1,45500,10,0,0,E1,79,0,0,1,1,1,2,2,2,3,4,5,
162,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,9,TRUE,8,94110,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,1,45500,10,0,0,E2,78,0,0,0,1,2,2,2,3,3,4,5,
163,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,9,TRUE,8,94110,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,1,45500,10,0,0,E3,81,0,1,0,2,1,1,2,2,2,3,5,
164,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,9,TRUE,8,94110,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,1,45500,10,0,0,E4,82,0,0,0,2,2,1,1,2,2,3,5,
165,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,9,TRUE,8,94110,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,1,45500,10,0,0,E5,84,0,0,0,1,1,1,1,2,2,3,5,
166,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,9,TRUE,8,94110,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,1,45500,10,0,0,E8,83,0,0,0,2,1,0,1,2,2,4,5,
167,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,9,TRUE,8,94110,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,1,45500,10,0,0,E∑,165,0,0,0,3,2,2,3,4,4,7,10,0
168,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,9,TRUE,8,94110,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,1,45500,10,0,0,T,14900,,,,,,,,,,,,
169,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,9,TRUE,8,94110,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,1,45500,10,0,0,D,46,0,,,,,,,,,,,
170,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,9,TRUE,8,94110,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,1,45500,10,0,0,H,950,950,0,,,,,,,,,,
171,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,9,TRUE,8,94110,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,2,48610,10,0,0,E1,86,0,0,0,2,2,2,1,2,2,3,0,
172,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,9,TRUE,8,94110,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,2,48610,10,0,0,E2,84,0,1,1,1,2,1,2,2,3,3,0,
173,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,9,TRUE,8,94110,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,2,48610,10,0,0,E3,83,0,1,1,1,2,2,2,3,2,3,0,
174,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,9,TRUE,8,94110,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,2,48610,10,0,0,E4,84,0,0,1,1,2,2,2,3,3,2,0,
175,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,9,TRUE,8,94110,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,2,48610,10,0,0,E5,91,0,0,0,0,1,1,1,2,2,2,0,
176,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,9,TRUE,8,94110,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,2,48610,10,0,0,E8,85,0,1,0,1,2,1,2,3,2,3,0,
177,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,9,TRUE,8,94110,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,2,48610,10,0,0,E∑,170,0,1,1,2,4,3,4,5,4,6,0,0
178,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,9,TRUE,8,94110,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,2,48610,10,0,0,T,14910,,,,,,,,,,,,
179,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,9,TRUE,8,94110,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,2,48610,10,0,0,D,75,0,,,,,,,,,,,
180,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,9,TRUE,8,94110,0,99,0,2,1,0,MALDONADO,Lucila,ARG,01/01/0001,,2,48610,10,0,0,H,920,920,0,,,,,,,,,,
181,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,10,TRUE,10,79955,0,99,0,1,1,0,COLOMBO,Mara,ARG,01/01/0001,,1,41090,10,0,20,E1,74,0,1,0,4,2,3,4,4,3,4,1,
182,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,10,TRUE,10,79955,0,99,0,1,1,0,COLOMBO,Mara,ARG,01/01/0001,,1,41090,10,0,20,E2,78,0,0,0,3,4,3,3,3,3,3,0,
183,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,10,TRUE,10,79955,0,99,0,1,1,0,COLOMBO,Mara,ARG,01/01/0001,,1,41090,10,0,20,E3,74,1,0,0,3,5,5,4,2,3,3,0,
184,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,10,TRUE,10,79955,0,99,0,1,1,0,COLOMBO,Mara,ARG,01/01/0001,,1,41090,10,0,20,E4,78,0,0,1,3,3,3,3,3,3,3,0,
185,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,10,TRUE,10,79955,0,99,0,1,1,0,COLOMBO,Mara,ARG,01/01/0001,,1,41090,10,0,20,E5,78,0,0,0,3,4,4,3,2,3,3,0,
186,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,10,TRUE,10,79955,0,99,0,1,1,0,COLOMBO,Mara,ARG,01/01/0001,,1,41090,10,0,20,E8,77,0,0,0,3,4,3,4,3,3,3,0,
187,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,10,TRUE,10,79955,0,99,0,1,1,0,COLOMBO,Mara,ARG,01/01/0001,,1,41090,10,0,20,E∑,155,0,0,0,6,8,6,7,6,6,6,0,0
188,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,10,TRUE,10,79955,0,99,0,1,1,0,COLOMBO,Mara,ARG,01/01/0001,,1,41090,10,0,20,T,13990,,,,,,,,,,,,
189,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,10,TRUE,10,79955,0,99,0,1,1,0,COLOMBO,Mara,ARG,01/01/0001,,1,41090,10,0,20,D,45,0,,,,,,,,,,,
190,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,10,TRUE,10,79955,0,99,0,1,1,0,COLOMBO,Mara,ARG,01/01/0001,,1,41090,10,0,20,H,910,910,0,,,,,,,,,,
191,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,10,TRUE,10,79955,0,99,0,1,1,0,COLOMBO,Mara,ARG,01/01/0001,,2,38865,8,0,0,E1,70,0,1,1,2,1,0,2,3,,,,
192,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,10,TRUE,10,79955,0,99,0,1,1,0,COLOMBO,Mara,ARG,01/01/0001,,2,38865,8,0,0,E2,68,1,0,1,1,2,2,2,3,,,,
193,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,10,TRUE,10,79955,0,99,0,1,1,0,COLOMBO,Mara,ARG,01/01/0001,,2,38865,8,0,0,E3,73,1,0,0,1,2,0,1,2,,,,
194,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,10,TRUE,10,79955,0,99,0,1,1,0,COLOMBO,Mara,ARG,01/01/0001,,2,38865,8,0,0,E4,72,0,1,0,1,1,1,2,2,,,,
195,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,10,TRUE,10,79955,0,99,0,1,1,0,COLOMBO,Mara,ARG,01/01/0001,,2,38865,8,0,0,E5,73,0,1,0,1,1,0,2,2,,,,
196,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,10,TRUE,10,79955,0,99,0,1,1,0,COLOMBO,Mara,ARG,01/01/0001,,2,38865,8,0,0,E8,73,0,1,0,0,1,1,2,2,,,,
197,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,10,TRUE,10,79955,0,99,0,1,1,0,COLOMBO,Mara,ARG,01/01/0001,,2,38865,8,0,0,E∑,145,0,2,0,2,2,1,4,4,0,0,0,0
198,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,10,TRUE,10,79955,0,99,0,1,1,0,COLOMBO,Mara,ARG,01/01/0001,,2,38865,8,0,0,T,12065,,,,,,,,,,,,
199,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,10,TRUE,10,79955,0,99,0,1,1,0,COLOMBO,Mara,ARG,01/01/0001,,2,38865,8,0,0,D,49,0,,,,,,,,,,,
200,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,10,TRUE,10,79955,0,99,0,1,1,0,COLOMBO,Mara,ARG,01/01/0001,,2,38865,8,0,0,H,740,740,0,,,,,,,,,,
201,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,11,TRUE,3,98940,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,1,46750,10,0,0,E1,85,1,0,1,1,2,0,2,3,2,2,1,
202,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,11,TRUE,3,98940,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,1,46750,10,0,0,E2,86,0,0,1,0,2,0,3,3,2,3,0,
203,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,11,TRUE,3,98940,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,1,46750,10,0,0,E3,86,1,0,1,0,1,0,3,3,2,3,0,
204,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,11,TRUE,3,98940,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,1,46750,10,0,0,E4,89,0,0,1,1,1,0,2,2,2,2,0,
205,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,11,TRUE,3,98940,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,1,46750,10,0,0,E5,87,1,0,1,0,1,0,2,3,2,3,0,
206,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,11,TRUE,3,98940,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,1,46750,10,0,0,E8,87,0,0,2,0,1,0,2,3,2,3,0,
207,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,11,TRUE,3,98940,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,1,46750,10,0,0,E∑,175,1,0,2,0,2,0,4,6,4,6,0,0
208,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,11,TRUE,3,98940,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,1,46750,10,0,0,T,14950,,,,,,,,,,,,
209,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,11,TRUE,3,98940,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,1,46750,10,0,0,D,52,0,,,,,,,,,,,
210,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,11,TRUE,3,98940,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,1,46750,10,0,0,H,910,910,0,,,,,,,,,,
211,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,11,TRUE,3,98940,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,2,52190,10,0,0,E1,75,2,1,2,3,1,2,3,2,2,2,5,
212,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,11,TRUE,3,98940,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,2,52190,10,0,0,E2,75,1,2,2,3,1,3,2,2,2,2,5,
213,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,11,TRUE,3,98940,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,2,52190,10,0,0,E3,70,2,2,3,3,2,3,3,2,2,3,5,
214,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,11,TRUE,3,98940,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,2,52190,10,0,0,E4,73,2,2,3,2,1,2,3,2,2,3,5,
215,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,11,TRUE,3,98940,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,2,52190,10,0,0,E5,73,2,2,3,2,1,2,3,2,2,3,5,
216,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,11,TRUE,3,98940,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,2,52190,10,0,0,E8,73,2,1,3,2,1,3,3,2,2,3,5,
217,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,11,TRUE,3,98940,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,2,52190,10,0,0,E∑,144,4,4,6,5,2,5,6,4,4,6,10,0
218,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,11,TRUE,3,98940,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,2,52190,10,0,0,T,14890,,,,,,,,,,,,
219,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,11,TRUE,3,98940,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,2,52190,10,0,0,D,135,0,,,,,,,,,,,
220,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,11,TRUE,3,98940,0,99,0,9,1,0,NAVARRO LOZA,Dafne,MEX,01/01/0001,,2,52190,10,0,0,H,940,940,0,,,,,,,,,,
221,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,12,TRUE,1,100010,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,1,47865,10,0,0,E1,85,2,1,0,0,0,0,2,3,3,3,1,
222,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,12,TRUE,1,100010,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,1,47865,10,0,0,E2,87,0,1,0,1,0,0,2,2,3,3,1,
223,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,12,TRUE,1,100010,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,1,47865,10,0,0,E3,86,1,0,0,1,0,0,3,2,3,4,0,
224,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,12,TRUE,1,100010,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,1,47865,10,0,0,E4,89,1,0,0,0,0,0,2,2,3,3,0,
225,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,12,TRUE,1,100010,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,1,47865,10,0,0,E5,91,0,0,0,1,0,0,2,1,2,3,0,
226,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,12,TRUE,1,100010,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,1,47865,10,0,0,E8,88,0,0,0,1,0,1,2,2,3,3,0,
227,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,12,TRUE,1,100010,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,1,47865,10,0,0,E∑,177,1,0,0,2,0,0,4,4,6,6,0,0
228,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,12,TRUE,1,100010,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,1,47865,10,0,0,T,15765,,,,,,,,,,,,
229,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,12,TRUE,1,100010,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,1,47865,10,0,0,D,48,0,,,,,,,,,,,
230,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,12,TRUE,1,100010,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,1,47865,10,0,0,H,960,960,0,,,,,,,,,,
231,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,12,TRUE,1,100010,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,2,52145,10,0,0,E1,85,1,0,0,2,2,1,1,1,3,4,0,
232,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,12,TRUE,1,100010,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,2,52145,10,0,0,E2,87,0,0,0,1,2,1,1,2,3,3,0,
233,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,12,TRUE,1,100010,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,2,52145,10,0,0,E3,83,0,1,1,1,3,2,2,1,2,4,0,
234,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,12,TRUE,1,100010,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,2,52145,10,0,0,E4,83,0,0,2,1,3,1,2,2,3,3,0,
235,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,12,TRUE,1,100010,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,2,52145,10,0,0,E5,84,1,0,1,2,2,1,2,1,2,4,0,
236,00276cc1-8288-429f-45ae-5d8bb2582c28,Juegos Pan American Games | Lima 2019 | GIMNASIA DE TRAMPOLÍN,4-5 August,TRA,Femenino,Qualification,1,,12,TRUE,1,100010,0,99,0,5,1,0,MILETTE,Sarah,CAN,01/01/0001,,2,52145,10,0,0,E8,81,1,0,2,1,3,1,2,2,3,4,0,
